Site_Number,Location_Description,Site_Type
3697,WARRIGAL/KEYS/CORPORATE DVE,INT
3698,WARRIGAL/KINGSTON,INT
3706,WARRIGAL/MIDDLE,INT
3693,WARRIGAL/NORTH,INT
3711,WARRIGAL/OAK/VOLTRI,INT
3695,WARRIGAL/OLD DANDENONG,INT
3682,WARRIGAL/RIVERSDALE,INT
3696,WARRIGAL/SOUTH,INT
3680,WARRIGAL/WAVERLEY,INT
4304,WATERDALE NR LOWE,POS
3073,WATERDALE NR RAMU,POS
2947,WATERDALE/ALTONA,INT
4292,WATERDALE/DOUGHARTY,INT
4139,WATERFIELD NR BELL,FLASH PX
2967,WATERVIEW/CENTRAL,INT
4177,WATSONIA NR GRACE,POS
4173,WATSONIA NR NELL,POS
4185,WATTLETREE NR ELTHAM NTH PS,POS
4366,WATTLETREE/COONIL,INT
4856,WATTLETREE/DUNCRAIG/MALVERN CENTRAL,INT
4432,WAVERLEY NR ALMA (MOONEE VALLEY),POS
488,WAVERLEY NR ARISTOC,POS
3852,WAVERLEY NR BATESFORD,POS
1071,WAVERLEY NR BRUCE,POS
4344,WAVERLEY NR MACGREGOR,POS
485,WAVERLEY NR MCLAREN,POS
486,WAVERLEY NR PARK LANE,POS
4709,WAVERLEY NR POWER,POS
4708,WAVERLEY NR SAVIO,POS
4345,WAVERLEY NR TENNYSON,POS
4340,WAVERLEY/BATESFORD,INT
4341,WAVERLEY/CHADSTONE,INT
4343,WAVERLEY/DARLING,INT
487,WAVERLEY/FORSTER,INT
4199,WAVERLEY/HOLMES,INT
5314,WEBB NR VALLEY FAIR,FLASH PX
518,WEBB ST NR REBOUND CT,FLASH PX
4452,WELLINGTON NR AGNES,POS
4148,WELLINGTON NR OTTER,POS
4457,WELLINGTON NR SIMPSON,POS
4451,WELLINGTON PDE S./JOLIMONT,INT
491,WELLINGTON RD/COLES MYER HOUSE,INT
493,WELLINGTON/BRANDON PK,INT
4327,WELLINGTON/CHARLES,INT
1052,WELLINGTON/CLARENDON,INT
798,WELLINGTON/CORPORATE/JAYDEE,INT
1108,WELLINGTON/EASTLINK,INT
1108,WELLINGTON/EASTLINK,INT
3377,WELLINGTON/GIPPS,INT
268,WELLINGTON/JACKSONS,INT
492,WELLINGTON/JELLS,INT
2934,WELLINGTON/JOLIMONT,INT
4142,WELLINGTON/LANGRIDGE,INT
4454,WELLINGTON/LANSDOWNE,INT
3720,WELLINGTON/MONASH UNIVERSITY BUS ENT,INT
3721,WELLINGTON/MONASH UNIVERSITY ENTRY,INT
1093,WELLINGTON/NANTILLA,INT
789,WELLINGTON/NAPOLEON,INT
881,WELLINGTON/PIONEER ACCESS,INT
4453,WELLINGTON/POWLETT,INT
873,WELLINGTON/SILKWOOD/BRAEBURN,INT
2932,WELLINGTON/SPRING/FLINDERS,INT
803,WELLINGTON/TAYLORS,INT
489,WELLINGTON/WANDA/MONASH DR,INT
187,WELLS NR LANGSLOW,POS
740,WELLS NR MCCULLOCH,POS
967,WELLS RD/ AMAROO DR (SOUTH),INT
101,WELLS/CHELSEA HEIGHTS HOTEL,INT
542,WELLS/ENTERPRIZE,INT
312,WELLS/NURTEN/ROYAL PALMS,INT
309,WELLS/PALM/NARELLE,INT
6079,WELSFORD/FRYERS,INT
5093,WERRIBEE MAIN RD(PHW)/CHERRY/SYNNOT,INT
5257,WERRIBEE MAIN RD(PHW)/DERRIMUT,INT
5003,WERRIBEE MAIN RD(PHW)/OLD GEELONG RD,INT
5003,WERRIBEE MAIN RD(PHW)/OLD GEELONG RD,INT
5249,WERRIBEE MAIN RD(PHW)/SYNNOT/BRIDGE,INT
5259,WERRIBEE/COTTRELL/PHW,INT
1189,WEST BTW EILEEN/ILA,POS
3626,WEST GATE FWY EXIT RAMP/COOK,INT
2523,WEST GATE FWY/MILLERS RD O/B,RAMP MTR
2522,WEST GATE FWY/WILLIAMSTOWN RD O/B,RAMP MTR
4704,WESTALL NR HAYDEN,POS
4704,WESTALL NR HAYDEN,POS
941,WESTALL NR LIBBETT,POS
941,WESTALL NR LIBBETT,POS
4702,WESTALL/FAIRBANK,INT
4702,WESTALL/FAIRBANK,INT
936,WESTALL/OSBORNE,INT
936,WESTALL/OSBORNE,INT
962,WESTALL/ROSEBANK,INT
962,WESTALL/ROSEBANK,INT
5113,WESTERN BEACH / GHERINGHAP STREET,INT
5047,WESTERN BEACH RD NR GINN STREET,FLASH PX
5043,WESTERN BEACH/ EASTERN BEACH/ MOORABOOL,INT
5801,WESTERN FWY/BACCHUS MARSH-GISBORNE RD,INT
5801,WESTERN FWY/BACCHUS MARSH-GISBORNE RD,INT
2658,WESTERN FWY/CHRISTIES/CAROLINE SPRING,INT
2658,WESTERN FWY/CHRISTIES/CAROLINE SPRING,INT
2850,WESTERN FWY/ROBINSONS,INT
6405,WESTERN HWY (McPherson) NR ROBERTS,POS
5813,WESTERN HWY NR CURTIS,POS
2608,WESTERN HWY NR DARNLEY,POS
5816,WESTERN HWY NR GRENVILLE NTH,POS
5815,WESTERN HWY NR GRENVILLE STH,INT
5814,WESTERN HWY NR LT BRIDGE,POS
2617,WESTERN HWY NR MARCELLIN,POS
2615,WESTERN HWY NR THOMSON,POS
2600,WESTERN HWY NR TIERNAN,POS
2611,WESTERN HWY NR WESTMORELAND,POS
5999,WESTERN HWY(HIGH)/PYRENEES(VINCENT),INT
2607,WESTERN HWY/ASHLEY,INT
2666,WESTERN HWY/CAIRNLEA,INT
2565,WESTERN HWY/CHISHOLM DRIVE,INT
2606,WESTERN HWY/CHURCHILL,INT
2876,WESTERN HWY/CORNWALL,INT
5812,WESTERN HWY/CURTIS/PEEL,INT
5819,WESTERN HWY/DOVETON,INT
5819,WESTERN HWY/DOVETON,INT
2602,WESTERN HWY/DROOP/FARNSWORTH,INT
2602,WESTERN HWY/DROOP/FARNSWORTH,INT
2609,WESTERN HWY/DUKE,INT
2604,WESTERN HWY/ELEANOR,INT
6404,WESTERN HWY/FIREBRACE,INT
2603,WESTERN HWY/GORDON,INT
5803,WESTERN HWY/GRANT/GISBORNE,INT
2612,WESTERN HWY/HAMPSHIRE,INT
2641,WESTERN HWY/HARVESTER RD,INT
2616,WESTERN HWY/HOLT/G & F ENT,INT
5330,WESTERN HWY/LAWRENCE,INT
5811,WESTERN HWY/LITTLE-BRIDGE/PEEL,INT
5817,WESTERN HWY/LYDIARD,INT
5817,WESTERN HWY/LYDIARD,INT
2613,WESTERN HWY/MCINTYRE/ANDERSON,INT
2610,WESTERN HWY/NORTHUMBERLAND,INT
2714,WESTERN HWY/ROBINSONS,INT
2605,WESTERN HWY/ROSAMOND/S'HILL,INT
2614,WESTERN HWY/STATION RD,INT
2601,WESTERN HWY/TIERNAN/HOADLEY,INT
6403,WESTERN HWY/URQUHART (Horsham - Kalkee),INT
6409,WESTERN HWY/WAWUNNA,INT
2627,WESTERN HWY/WESTERN RING ROAD,INT
2627,WESTERN HWY/WESTERN RING ROAD,INT
2656,WESTERN HWY/WESTWOOD DRIVE,INT
6408,WESTERN HWY/WILLIAMS/DUFF,INT
6400,WESTERN HWY/WIMMERA HWY,INT
4478,WESTERN LINK NB ENTRY / MT ALEXANDER,INT
4487,WESTERN LINK/DYNON OFF RAMP SOUTH BD,INT
4486,WESTERN LINK/DYNON ON RAMP NORTH BD,INT
2632,WESTERN NR GLENCAIRN   (FIRE STATION),FIRE W/W
529,WESTERN PORT HWY/MORETON BAY,INT
1263,WESTERN PORT RD NR RUPERT ST,POS
4971,WESTERN RING ROAD(WRR)/FURLONG,INT
4971,WESTERN RING ROAD(WRR)/FURLONG,INT
2631,WESTERN RING ROAD/BOUNDARY,INT
2631,WESTERN RING ROAD/BOUNDARY,INT
2789,WESTERN RING ROAD/EDGARS,INT
2628,WESTERN RING ROAD/SUNSHINE/MCINTYRE,INT
2628,WESTERN RING ROAD/SUNSHINE/MCINTYRE,INT
2172,WESTERN RING/PASCOE VALE,INT
2172,WESTERN RING/PASCOE VALE,INT
6407,WESTERN/MCPHERSON/HENTY,INT
6407,WESTERN/MCPHERSON/HENTY,INT
4683,WESTGARTH NR GREEN,POS
1694,WESTGATE EAST OF TODD (OB),O/H LANE
1693,WESTGATE EAST OF TODD (OB),O/H LANE
4489,WESTGATE FWY / POWER ST,INT
2886,WESTGATE FWY EB/LORIMER,INT
4901,WESTGATE FWY WB/MONTAGUE,INT
4901,WESTGATE FWY WB/MONTAGUE,INT
2883,WESTGATE FWY/GRIEVE,INT
2883,WESTGATE FWY/GRIEVE,INT
2541,WESTGATE FWY/GRIEVE I/B,RAMP MTR
2881,WESTGATE FWY/MILLERS,INT
2881,WESTGATE FWY/MILLERS,INT
2542,WESTGATE FWY/MILLERS I/B,RAMP MTR
2880,WESTGATE FWY/WILLIAMSTOWN RD,INT
2880,WESTGATE FWY/WILLIAMSTOWN RD,INT
1627,WESTGATE NR HYDE (OB),O/H LANE
1175,WESTGATE/PROHASKY (ON RAMP O/B),RAMP MTR
2696,WESTMORELAND BTW BALLARAT & PHOENIX,FLASH PX
2702,WESTMORELAND NR SUFFOLK,POS
4938,WESTS RD/WATERFORD GREEN,INT
1205,WESTWOOD DR/INGLEWOOD DR/COMMERCIAL RD,INT
2676,WESTWOOD DRV BTW ELLIOT CRT N LANDY CRT,POS
696,WETHERBY NR ROSS,POS
1622,WGB west of Todd,O/H LANE
1622,WGB west of Todd,O/H LANE
1625,WGB/ 950M WEST OF TODD,O/H LANE
1659,WGF E of Montague (EB),O/H LANE
1661,WGF E of Montague Kingsway (EB),O/H LANE
1660,WGF E of Montague Kingsway (EB),O/H LANE
1679,WGF EAST OF CITYLINK,O/H LANE
1687,WGF EAST OF COOK,O/H LANE
1628,WGF east of Hall I/B,O/H LANE
1629,WGF east of Hall O/B,O/H LANE
1673,WGF East of Ingles (WB),O/H LANE
1674,WGF East of Ingles north side (WB),O/H LANE
1675,WGF East of Ingles south side (WB),O/H LANE
1685,WGF East of service centre (WB),O/H LANE
1677,WGF East of Wstrn Lk (WB),O/H LANE
1652,WGF Kingsway Offramp nr Clarke (EB),O/H LANE
1656,WGF Kingsway Offramp nr Haig (EB),O/H LANE
1654,WGF Kingsway Onramp nr CityRd (WB),O/H LANE
1663,WGF Montague (WB),O/H LANE
1695,WGF Montague Onramp (WB),O/H LANE
1682,WGF nr Bolte Offramp (EB),O/H LANE
1653,WGF nr CityRd (WB),O/H LANE
1651,WGF nr Clarke (EB),O/H LANE
1662,WGF nr Ford (WB),O/H LANE
1655,WGF nr Haig (EB),O/H LANE
1626,WGF nr Hyde I/B,O/H LANE
1670,WGF nr Lorimer (EB),O/H LANE
1669,WGF nr Montague (EB),O/H LANE
1668,WGF nr Montague (EB),O/H LANE
1667,WGF nr Montague (WB),O/H LANE
1688,WGF nr service centre (WB),O/H LANE
1624,WGF nr Westgate park I/B,O/H LANE
1657,WGF nr Whiteman (WB),O/H LANE
1672,WGF On Wstrn Lk nr Lorimer (EB),O/H LANE
1650,WGF W of Kingsway (WB),O/H LANE
1691,WGF WEST OF MONTAGUE O/B,O/H LANE
1680,WGF West of Wstrn Lk Offramp (WB),O/H LANE
1678,WGF/box 762,O/H LANE
1692,WGF/COOK SERVICE CENTRE ON RAMP I/B,O/H LANE
1676,WGF/Ingles (EB),O/H LANE
1690,WGF/KINGSWAY ON RAMP O/B,O/H LANE
1671,WGF/K'way Offramp nr Lorimer (EB),O/H LANE
1666,WGF/K'way Onramp nr Governor (WB),O/H LANE
1664,WGF/Montague (WB) ramp B,O/H LANE
1665,WGF/MONTAGUE RAMP B I/B,O/H LANE
2443,WGF/POWER OB,RAMP MTR
1686,WGF/PROHASKY,O/H LANE
1684,WGF/Salmon (EB),O/H LANE
1683,WGF/Salmon (WB),O/H LANE
2396,WGF/TODD OB,RAMP MTR
1638,WGF/WILLIAMSTOWN I/B,O/H LANE
1631,WGF/Williamstown I/B,O/H LANE
1630,WGF/Williamstown I/B,O/H LANE
1658,WGFK'way Onramp nr Whiteman (WB),O/H LANE
1153,WHEELER NR WILSON,FLASH PX
1192,WHITE NR DAVEY,POS
3651,WHITE NR WARREN,POS
2353,WHITE/TREEBY BUD,INT
3429,WHITEHALL NR FREDERICK,POS
2517,WHITEHALL NR HALL,POS
1161,WHITEHALL ST NR BUNBURY,POS
3435,WHITEHALL/SOMERVILLE,INT
3819,WHITEHORSE NR AUSTIN,POS
3823,WHITEHORSE NR BANOOL,POS
4061,WHITEHORSE NR BARNSBURY,POS
4064,WHITEHORSE NR BRENBEAL,POS
3798,WHITEHORSE NR CAMPBELL,POS
4062,WHITEHORSE NR PARKSIDE,POS
3824,WHITEHORSE NR ROCHESTER,POS
4063,WHITEHORSE/BALWYN,INT
3972,WHITEMAN NR QUEENSBRIDGE,FLASH PX
4925,WHITEMAN/CASINO/KINGSWAY RAMPS,INT
4925,WHITEMAN/CASINO/KINGSWAY RAMPS,INT
2350,WICKHAM/BLUFF,INT
4616,WICKHAM/ROWANS,INT
588,WICKLOW NR TOORAK,FLASH PX
4725,WIDFORD NR OLSEN,POS
4600,WILLIAM/BOURKE,INT
4583,WILLIAM/COLLINS,INT
4566,WILLIAM/FLINDERS,INT
4573,WILLIAM/FLINDERS LANE,INT
2924,WILLIAM/LATROBE,INT
4608,WILLIAM/LITTLE BOURKE,INT
4591,WILLIAM/LITTLE COLLINS,INT
2916,WILLIAM/LITTLE LONSDALE,INT
2908,WILLIAM/LONSDALE,INT
2981,WILLIAMS NR CASSELL,POS
4777,WILLIAMS NR GOOCH,POS
2986,WILLIAMS NR MURRAY,POS
6286,WILLIAMSON NR LYTTLETON,FLASH PX
6277,WILLIAMSON NR PALL MALL,FLASH PX
6276,WILLIAMSON/MYERS,INT
701,WILLIAMSONS NR EUCALYPT,INT
1137,WILLIAMSONS STH OF SERPELLS (FIRE SIG),FIRE SIG
2040,WILLIAMSONS/AQUARENA,INT
700,WILLIAMSONS/FOOTE,INT
687,WILLIAMSONS/GEORGE,INT
691,WILLIAMSONS/LYNNWOOD/KING,INT
318,WILLIAMSONS/SHOP TOWN ENT N,INT
319,WILLIAMSONS/SHOP TOWN ENT S,INT
4258,WILLIAMSTOWN NR CASTLE,POS
3752,WILLIAMSTOWN NR INGLES,FLASH PX
3487,WILLIAMSTOWN NR THOMAS,POS
3753,WILLIAMSTOWN NR WEBB,POS
3486,WILLIAMSTOWN/ SHOPPING CENTRE ENTRY,INT
4257,WILLIAMSTOWN/ANDERSON,INT
4249,WILLIAMSTOWN/CHARLES/DICKSON,INT
4230,WILLIAMSTOWN/FRANCIS,INT
3750,WILLIAMSTOWN/GRAHAM,INT
3542,WILLIAMSTOWN/INGLES/NORMANBY,INT
4251,WILLIAMSTOWN/SOMERVILLE,INT
2887,WILLIAMSTOWN/TODD,INT
6271,WILLS/EDWARDS,INT
3007,WILLSMERE NR EARL,FLASH PX
6421,WILSON/FIREBRACE,INT
2697,WINDSOR/CAPESTHORNE/LENNON PARKWAY,INT
1248,WINTON ROAD / PITT STREET,INT
6637,WIRRAWAY NR VALE  (Moe and Newborough),FLASH PX
4835,WITHERS/DICKSON,INT
6410,WOMBELANO/ILUKA MINE HAUL,INT
862,WONGA NR GRAEME,POS
852,WONGA NR TORTICE,POS
3273,WOOD NR LAUREL,POS
3274,WOOD/HANNAH,INT
817,WRAY nr STATION,FLASH PX
819,WRAY nr YORK,FLASH PX
4954,WRIGHT NR STANFORD,POS
2630,WRR/FITZGERALD (WESTERN RING RD),INT
2630,WRR/FITZGERALD (WESTERN RING RD),INT
4437,WURUNDJERI/BOURKE,INT
4488,WURUNDJERI/DUDLEY,INT
4526,WURUNDJERI/FLINDERS,INT
7212,WURUNDJERI/SPENCER STN,INT
4370,WURUNDJERI/STADIUM DR,INT
4527,WURUNDJERI/STADIUM N/E ENTRANCE,INT
1065,WURUNDJERI/STADIUM SE ENTRANCE,INT
6087,WYNDHAM NR FRASER (SHEPPARTON),POS
6075,WYNDHAM ST/VAUGHAN,INT
4107,YAN YEAN/IRONBARK,INT
695,YARRA NR WHIPSTICK,POS
5048,YARRA/EASTERN BEACH,INT
5081,YARRA/LT MALOP,INT
4897,YORK/FERRARS,INT
1296,YOUNG NR PLAYNE,FLASH PX
741,YOUNG NR STATION,POS
757,YOUNG NR WELLS,FLASH PX
